"A","Bilanca odhodkov","",""
"04046201","Administracija upravnih enot","1054518 1077089 1066480 101,1 99,0",""
"5076","Plače","903453 922747 914663 101,2 99,1",""
"400","Plače in drugi izdatki zaposlenim","759201 778995 771785 101,7 99,1",""
"401","Prispevki delodajalcev za socialno varnost","124252 133452 132783 106,9 99,5",""
"402","Izdatki za blago in storitve","20000 10300 10095 50,5 98,0",""
"2701","Materialni stroški","140065 141145 140820 100,5 99,8",""
"402","Izdatki za blago in storitve","140065 141145 140820 100,5 99,8",""
"3629","Investicije in investicijsko vzdrževanje državnih organov","11000 11000 10997 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","11000 11000 10997 100,0 100,0",""
"9367","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 2197 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 2197 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","110000 51912 49429 44,9 95,2",""
"3903","Vplačane tiskovine","110000 51912 49429 44,9 95,2",""
"402","Izdatki za blago in storitve","110000 51912 49429 44,9 95,2",""
"6223","Upravna enota Litija","853734 885129 878547 102,9 99,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","853734 885129 878547 102,9 99,3",""
"0404","Upravne službe na lokalnem nivoju","853734 885129 878547 102,9 99,3",""
"04046201","Administracija upravnih enot","788734 837348 833745 105,7 99,6",""
"5079","Plače","672563 695737 692312 102,9 99,5",""
"400","Plače in drugi izdatki zaposlenim","554083 584329 581934 105,0 99,6",""
"401","Prispevki delodajalcev za socialno varnost","93480 102249 101890 109,0 99,7",""
"402","Izdatki za blago in storitve","25000 9159 8487 34,0 92,7",""
"402","Izdatki za blago in storitve","111671 137111 136988 122,7 99,9",""
"3630","Investicije in investicijsko vzdrževanje državnih organov","4500 4500 4446 98,8 98,8",""
"420","Nakup in gradnja osnovnih sredstev","4500 4500 4446 98,8 98,8",""
"04046202","Upravne storitve upravnih enot","65000 47781 44802 68,9 93,8",""
"3904","Vplačane tiskovine","65000 47781 44802 68,9 93,8",""
"402","Izdatki za blago in storitve","65000 47781 44802 68,9 93,8",""
"6224","Upravna enota Ljubljana","10502118 10606551 10532828 100,3 99,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","10502118 10606551 10532828 100,3 99,3",""
"0404","Upravne službe na lokalnem nivoju","10502118 10606551 10532828 100,3 99,3",""
"04046201","Administracija upravnih enot","9502118 9717935 9687098 102,0 99,7",""
"5082","Plače","7763200 7866215 7838659 101,0 99,7",""
"400","Plače in drugi izdatki zaposlenim","6536707 6701086 6675161 102,1 99,6",""
"401","Prispevki delodajalcev za socialno varnost","1026493 1069749 1068118 104,1 99,9",""
"402","Izdatki za blago in storitve","200000 95380 95380 47,7 100,0",""
"2711","Materialni stroški","1651286 1760812 1757532 106,4 99,8",""
"402","Izdatki za blago in storitve","1651286 1760812 1757532 106,4 99,8",""
"3631","Investicije in investicijsko vzdrževanje državnih organov","87632 87632 87631 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","87632 87632 87631 100,0 100,0",""
"5313","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 3276 3276 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 3276 3276 - 100,0",""
"04046202","Upravne storitve upravnih enot","1000000 888615 845730 84,6 95,2",""
"402","Izdatki za blago in storitve","1000000 888615 845730 84,6 95,2",""
"6225","Upravna enota Ljutomer","829702 819890 810176 97,7 98,8",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","829702 819890 810176 97,7 98,8",""
"0404","Upravne službe na lokalnem nivoju","829702 819890 810176 97,7 98,8",""
"04046201","Administracija upravnih enot","770040 780574 772329 100,3 98,9",""
"5085","Plače","660896 672190 664845 100,6 98,9",""
"400","Plače in drugi izdatki zaposlenim","559225 572644 565347 101,1 98,7",""
"401","Prispevki delodajalcev za socialno varnost","94509 91631 91582 96,9 100,0",""
"402","Izdatki za blago in storitve","7162 7916 7916 110,5 100,0",""
"2719","Materialni stroški","101144 99491 99491 98,4 100,0",""
"402","Izdatki za blago in storitve","101144 99491 99491 98,4 100,0",""
"3632","Investicije in investicijsko vzdrževanje državnih organov","8000 8000 7993 99,9 99,9",""
"420","Nakup in gradnja osnovnih sredstev","8000 8000 7993 99,9 99,9",""
"7844","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 704 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 704 0 - 0,0",""
"8722","Osnovna sredstva - sredstva odškodnine","0 189 0 - 0,0",""
"402","Izdatki za blago in storitve","0 189 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","59662 39315 37846 63,4 96,3",""
"402","Izdatki za blago in storitve","59662 39315 37846 63,4 96,3",""
"6226","Upravna enota Logatec","666290 726262 715539 107,4 98,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","666290 726262 715539 107,4 98,5",""
"0404","Upravne službe na lokalnem nivoju","666290 726262 715539 107,4 98,5",""
"04046201","Administracija upravnih enot","626290 684933 676191 108,0 98,7",""
"5088","Plače","545223 595544 587909 107,8 98,7",""
"400","Plače in drugi izdatki zaposlenim","467650 507077 499458 106,8 98,5",""
"401","Prispevki delodajalcev za socialno varnost","71180 80816 80800 113,5 100,0",""
"402","Izdatki za blago in storitve","6393 7651 7651 119,7 100,0",""
"2723","Materialni stroški","75225 84384 83765 111,4 99,3",""
"402","Izdatki za blago in storitve","75225 84384 83765 111,4 99,3",""
"3633","Investicije in investicijsko vzdrževanje državnih organov","5842 4674 4517 77,3 96,6",""
"420","Nakup in gradnja osnovnih sredstev","5842 4674 4517 77,3 96,6",""
"7727","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 330 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 330 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","40000 41329 39347 98,4 95,2",""
"3908","Vplačane tiskovine","40000 41329 39347 98,4 95,2",""
"402","Izdatki za blago in storitve","40000 41329 39347 98,4 95,2",""
"6227","Upravna enota Maribor","4823544 4719644 4707128 97,6 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","4823544 4719644 4707128 97,6 99,7",""
"0404","Upravne službe na lokalnem nivoju","4823544 4719644 4707128 97,6 99,7",""
"04046201","Administracija upravnih enot","4063544 4376315 4364361 107,4 99,7",""
"5091","Plače","3446116 3762037 3754124 108,9 99,8",""
"400","Plače in drugi izdatki zaposlenim","2944364 3196792 3189327 108,3 99,8",""
"401","Prispevki delodajalcev za socialno varnost","460752 523235 522787 113,5 99,9",""
"402","Izdatki za blago in storitve","41000 42010 42010 102,5 100,0",""
"2725","Materialni stroški","584044 578848 576315 98,7 99,6",""
"402","Izdatki za blago in storitve","584044 578848 576315 98,7 99,6",""
"3634","Investicije in investicijsko vzdrževanje državnih organov","33384 33384 33370 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","33384 33384 33370 100,0 100,0",""
"7371","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 2045 552 - 27,0",""
"420","Nakup in gradnja osnovnih sredstev","0 2045 552 - 27,0",""
"04046202","Upravne storitve upravnih enot","760000 343329 342768 45,1 99,8",""
"3909","Vplačane tiskovine","760000 343329 342768 45,1 99,8",""
"402","Izdatki za blago in storitve","760000 343329 342768 45,1 99,8",""
"6228","Upravna enota Metlika","677497 660844 653992 96,5 99,0",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","677497 660844 653992 96,5 99,0",""
"0404","Upravne službe na lokalnem nivoju","677497 660844 653992 96,5 99,0",""
"04046201","Administracija upravnih enot","638844 634832 629070 98,5 99,1",""
"5094","Plače","523180 516892 514984 98,4 99,6",""
"400","Plače in drugi izdatki zaposlenim","444527 437960 436290 98,2 99,6",""
"401","Prispevki delodajalcev za socialno varnost","71053 71333 71277 100,3 99,9",""
"402","Izdatki za blago in storitve","7600 7600 7417 97,6 97,6",""
"402","Izdatki za blago in storitve","108906 110956 110636 101,6 99,7",""
"3635","Investicije in investicijsko vzdrževanje državnih organov","5508 3451 3451 62,7 100,0",""
"420","Nakup in gradnja osnovnih sredstev","5508 3451 3451 62,7 100,0",""
"7907","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","250 1826 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1826 0 - 0,0",""
"432","Investicijski transferi proračunskim uporabnikom","250 0 0 0,0 -",""
"7990","Osnovna sredstva - sredstva odškodnine","1000 1707 0 0,0 0,0",""
"402","Izdatki za blago in storitve","1000 1707 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","38653 26013 24922 64,5 95,8",""
"3911","Vplačane tiskovine","38653 26013 24922 64,5 95,8",""
"402","Izdatki za blago in storitve","38653 26013 24922 64,5 95,8",""
"6229","Upravna enota Mozirje","891825 909171 903193 101,3 99,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","891825 909171 903193 101,3 99,3",""
"0404","Upravne službe na lokalnem nivoju","891825 909171 903193 101,3 99,3",""
"04046201","Administracija upravnih enot","827825 867254 865390 104,5 99,8",""
"5097","Plače","708525 745703 743845 105,0 99,8",""
"400","Plače in drugi izdatki zaposlenim","596202 628477 626848 105,1 99,7",""
"401","Prispevki delodajalcev za socialno varnost","103323 107867 107638 104,2 99,8",""
"402","Izdatki za blago in storitve","9000 9359 9359 104,0 100,0",""
"2729","Materialni stroški","118670 120945 120939 101,9 100,0",""
"402","Izdatki za blago in storitve","118670 120945 120939 101,9 100,0",""
"3636","Investicije in investicijsko vzdrževanje državnih organov","630 606 606 96,2 100,0",""
"420","Nakup in gradnja osnovnih sredstev","630 606 606 96,2 100,0",""
"04046202","Upravne storitve upravnih enot","64000 41917 37803 59,1 90,2",""
"3912","Vplačane tiskovine","64000 41917 37803 59,1 90,2",""
"402","Izdatki za blago in storitve","64000 41917 37803 59,1 90,2",""
"6230","Upravna enota Murska Sobota","2291861 2371648 2363750 103,1 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2291861 2371648 2363750 103,1 99,7",""
"0404","Upravne službe na lokalnem nivoju","2291861 2371648 2363750 103,1 99,7",""
"04046201","Administracija upravnih enot","2161861 2270934 2263882 104,7 99,7",""
"5100","Plače","1773998 1874566 1867827 105,3 99,6",""
"400","Plače in drugi izdatki zaposlenim","1507298 1594436 1587911 105,4 99,6",""
"401","Prispevki delodajalcev za socialno varnost","247700 259059 258847 104,5 99,9",""
"402","Izdatki za blago in storitve","19000 21070 21070 110,9 100,0",""
"2731","Materialni stroški","365613 372738 372570 101,9 100,0",""
"402","Izdatki za blago in storitve","365613 372738 372570 101,9 100,0",""
"3637","Investicije in investicijsko vzdrževanje državnih organov","22250 21985 21985 98,8 100,0",""
"420","Nakup in gradnja osnovnih sredstev","22250 21985 21985 98,8 100,0",""
"9325","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 1645 1499 - 91,2",""
"420","Nakup in gradnja osnovnih sredstev","0 1645 1499 - 91,2",""
"04046202","Upravne storitve upravnih enot","130000 100714 99868 76,8 99,2",""
"3919","Vplačane tiskovine","130000 100714 99868 76,8 99,2",""
"402","Izdatki za blago in storitve","130000 100714 99868 76,8 99,2",""
"6231","Upravna enota Nova Gorica","2567130 2585724 2573723 100,3 99,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2567130 2585724 2573723 100,3 99,5",""
"0404","Upravne službe na lokalnem nivoju","2567130 2585724 2573723 100,3 99,5",""
"04046201","Administracija upravnih enot","2419880 2466760 2455813 101,5 99,6",""
"5103","Plače","2071912 2116661 2107845 101,7 99,6",""
"400","Plače in drugi izdatki zaposlenim","1737058 1797345 1789030 103,0 99,5",""
"401","Prispevki delodajalcev za socialno varnost","287445 293534 293033 101,9 99,8",""
"402","Izdatki za blago in storitve","47409 25782 25782 54,4 100,0",""
"2734","Materialni stroški","324218 324398 324389 100,1 100,0",""
"402","Izdatki za blago in storitve","324218 324398 324389 100,1 100,0",""
"3638","Investicije in investicijsko vzdrževanje državnih organov","23750 23750 23579 99,3 99,3",""
"420","Nakup in gradnja osnovnih sredstev","23750 23750 23579 99,3 99,3",""
"7547","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 455 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 455 0 - 0,0",""
"8941","Osnovna sredstva - sredstva odškodnine","0 1497 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1497 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","147250 118964 117910 80,1 99,1",""
"3922","Vplačane tiskovine","147250 118964 117910 80,1 99,1",""
"402","Izdatki za blago in storitve","147250 118964 117910 80,1 99,1",""
"6232","Upravna enota Novo mesto","2678152 2646156 2617395 97,7 98,9",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","2678152 2646156 2617395 97,7 98,9",""
"0404","Upravne službe na lokalnem nivoju","2678152 2646156 2617395 97,7 98,9",""
"04046201","Administracija upravnih enot","2378152 2500267 2476647 104,1 99,1",""
"5106","Plače","1933334 2020737 2003591 103,6 99,2",""
"400","Plače in drugi izdatki zaposlenim","1608614 1686192 1670050 103,8 99,0",""
"401","Prispevki delodajalcev za socialno varnost","302198 308961 307957 101,9 99,7",""
"402","Izdatki za blago in storitve","22522 25584 25584 113,6 100,0",""
"2736","Materialni stroški","430504 462204 460635 107,0 99,7",""
"402","Izdatki za blago in storitve","430504 462204 460635 107,0 99,7",""
"3639","Investicije in investicijsko vzdrževanje državnih organov","10850 10850 10603 97,7 97,7",""
"420","Nakup in gradnja osnovnih sredstev","10850 10850 10603 97,7 97,7",""
"420","Nakup in gradnja osnovnih sredstev","3464 6476 1818 52,5 28,1",""
"04046202","Upravne storitve upravnih enot","300000 145890 140748 46,9 96,5",""
"3926","Vplačane tiskovine","300000 145890 140748 46,9 96,5",""
"402","Izdatki za blago in storitve","300000 145890 140748 46,9 96,5",""
"6233","Upravna enota Ormož","847015 864134 860713 101,6 99,6",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","847015 864134 860713 101,6 99,6",""
"0404","Upravne službe na lokalnem nivoju","847015 864134 860713 101,6 99,6",""
"04046201","Administracija upravnih enot","802015 830814 828741 103,3 99,8",""
"5109","Plače","669539 697978 697293 104,2 99,9",""
"400","Plače in drugi izdatki zaposlenim","564580 591490 590811 104,7 99,9",""
"401","Prispevki delodajalcev za socialno varnost","86499 97335 97328 112,5 100,0",""
"402","Izdatki za blago in storitve","18460 9153 9153 49,6 100,0",""
"402","Izdatki za blago in storitve","124717 125077 123689 99,2 98,9",""
"3640","Investicije in investicijsko vzdrževanje državnih organov","7759 7759 7759 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","7759 7759 7759 100,0 100,0",""
"04046202","Upravne storitve upravnih enot","45000 33320 31973 71,1 96,0",""
"3927","Vplačane tiskovine","45000 33320 31973 71,1 96,0",""
"402","Izdatki za blago in storitve","45000 33320 31973 71,1 96,0",""
"6234","Upravna enota Pesnica","837950 861350 853898 101,9 99,1",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","837950 861350 853898 101,9 99,1",""
"0404","Upravne službe na lokalnem nivoju","837950 861350 853898 101,9 99,1",""
"04046201","Administracija upravnih enot","786750 817042 811450 103,1 99,3",""
"5112","Plače","671774 700735 698670 104,0 99,7",""
"400","Plače in drugi izdatki zaposlenim","568020 595225 593220 104,4 99,7",""
"401","Prispevki delodajalcev za socialno varnost","97204 97597 97538 100,3 99,9",""
"402","Izdatki za blago in storitve","6550 7913 7913 120,8 100,0",""
"2741","Materialni stroški","106054 110969 110873 104,5 99,9",""
"402","Izdatki za blago in storitve","106054 110969 110873 104,5 99,9",""
"3641","Investicije in investicijsko vzdrževanje državnih organov","8655 4621 1189 13,7 25,7",""
"420","Nakup in gradnja osnovnih sredstev","8655 4621 1189 13,7 25,7",""
"6808","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","267 718 718 268,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","267 718 718 268,9 100,0",""
"04046202","Upravne storitve upravnih enot","51200 44308 42448 82,9 95,8",""
"402","Izdatki za blago in storitve","51200 44308 42448 82,9 95,8",""
"6235","Upravna enota Piran","972380 960999 947896 97,5 98,6",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","972380 960999 947896 97,5 98,6",""
"0404","Upravne službe na lokalnem nivoju","972380 960999 947896 97,5 98,6",""
"04046201","Administracija upravnih enot","899195 908297 898149 99,9 98,9",""
"5115","Plače","729549 733111 728964 99,9 99,4",""
"400","Plače in drugi izdatki zaposlenim","628949 623478 619650 98,5 99,4",""
"401","Prispevki delodajalcev za socialno varnost","92600 100284 99966 108,0 99,7",""
"402","Izdatki za blago in storitve","8000 9349 9349 116,9 100,0",""
"2743","Materialni stroški","160048 164667 164667 102,9 100,0",""
"402","Izdatki za blago in storitve","160048 164667 164667 102,9 100,0",""
"3642","Investicije in investicijsko vzdrževanje državnih organov","4590 4518 4518 98,4 100,0",""
"420","Nakup in gradnja osnovnih sredstev","4590 4518 4518 98,4 100,0",""
"7730","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","5008 5286 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","5008 5286 0 0,0 0,0",""
"8947","Osnovna sredstva - sredstva odškodnine","0 715 0 - 0,0",""
"402","Izdatki za blago in storitve","0 715 0 - 0,0",""
"04046202","Upravne storitve upravnih enot","73185 52702 49746 68,0 94,4",""
"402","Izdatki za blago in storitve","73185 52702 49746 68,0 94,4",""
"6236","Upravna enota Postojna","1006043 1027677 1022575 101,6 99,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1006043 1027677 1022575 101,6 99,5",""
