"A","Bilanca odhodkov","",""
"0404","Upravne službe na lokalnem nivoju","1062390 1092559 1074409 101,1 98,3",""
"04046201","Administracija upravnih enot","1021790 1055296 1038364 101,6 98,4",""
"5290","Plače","876876 901657 895081 102,1 99,3",""
"400","Plače in drugi izdatki zaposlenim","748443 774311 768343 102,7 99,2",""
"401","Prispevki delodajalcev za socialno varnost","128433 127346 126739 98,7 99,5",""
"2798","Materialni stroški","143313 144826 141825 99,0 97,9",""
"402","Izdatki za blago in storitve","143313 144826 141825 99,0 97,9",""
"3676","Investicije in investicijsko vzdrževanje državnih organov","1001 1001 976 97,5 97,5",""
"420","Nakup in gradnja osnovnih sredstev","1001 1001 976 97,5 97,5",""
"8720","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 7212 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 7212 0 - 0,0",""
"8716","Osnovna sredstva - sredstva odškodnine","600 600 481 80,2 80,3",""
"402","Izdatki za blago in storitve","600 600 481 80,2 80,3",""
"04046202","Upravne storitve upravnih enot","40600 37263 36045 88,8 96,7",""
"3974","Vplačane tiskovine","40600 37263 36045 88,8 96,7",""
"402","Izdatki za blago in storitve","40600 37263 36045 88,8 96,7",""
"6252","Upravna enota Trbovlje","934742 928886 924285 98,9 99,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","934742 928886 924285 98,9 99,5",""
"0404","Upravne službe na lokalnem nivoju","934742 928886 924285 98,9 99,5",""
"04046201","Administracija upravnih enot","887742 890548 887204 99,9 99,6",""
"5293","Plače","754097 753363 750802 99,6 99,7",""
"400","Plače in drugi izdatki zaposlenim","649465 644457 642293 98,9 99,7",""
"401","Prispevki delodajalcev za socialno varnost","104632 108906 108509 103,7 99,6",""
"402","Izdatki za blago in storitve","124905 131190 130671 104,6 99,6",""
"3681","Investicije in investicijsko vzdrževanje državnih organov","7750 4865 4865 62,8 100,0",""
"420","Nakup in gradnja osnovnih sredstev","7750 4865 4865 62,8 100,0",""
"7917","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","990 1130 866 87,5 76,6",""
"420","Nakup in gradnja osnovnih sredstev","990 1130 866 87,5 76,6",""
"04046202","Upravne storitve upravnih enot","47000 38338 37081 78,9 96,7",""
"3975","Vplačane tiskovine","47000 38338 37081 78,9 96,7",""
"402","Izdatki za blago in storitve","47000 38338 37081 78,9 96,7",""
"6253","Upravna enota Trebnje","896172 901019 874706 97,6 97,1",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","896172 901019 874706 97,6 97,1",""
"0404","Upravne službe na lokalnem nivoju","",""
"04046201","Administracija upravnih enot","843749 857265 832698 98,7 97,1",""
"5297","Plače","705270 723193 717119 101,7 99,2",""
"400","Plače in drugi izdatki zaposlenim","607690 623365 617674 101,6 99,1",""
"401","Prispevki delodajalcev za socialno varnost","97580 99828 99445 101,9 99,6",""
"2803","Materialni stroški","130133 121033 104662 80,4 86,5",""
"402","Izdatki za blago in storitve","130133 121033 104662 80,4 86,5",""
"3682","Investicije in investicijsko vzdrževanje državnih organov","8346 8346 6266 75,1 75,1",""
"420","Nakup in gradnja osnovnih sredstev","8346 8346 6266 75,1 75,1",""
"7852","Osnovna sredstva - sredstva kupnine od prodaje državnega premoženja","0 4430 4430 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","0 4430 4430 - 100,0",""
"402","Izdatki za blago in storitve","0 263 220 - 83,7",""
"04046202","Upravne storitve upravnih enot","52423 43754 42008 80,1 96,0",""
"3976","Vplačane tiskovine","52423 43754 42008 80,1 96,0",""
"402","Izdatki za blago in storitve","52423 43754 42008 80,1 96,0",""
"6254","Upravna enota Tržič","975780 938425 935674 95,9 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","975780 938425 935674 95,9 99,7",""
"0404","Upravne službe na lokalnem nivoju","975780 938425 935674 95,9 99,7",""
"04046201","Administracija upravnih enot","905780 907270 905931 100,0 99,9",""
"5305","Plače","772795 773365 772062 99,9 99,8",""
"400","Plače in drugi izdatki zaposlenim","666601 667724 666498 100,0 99,8",""
"401","Prispevki delodajalcev za socialno varnost","106194 105641 105564 99,4 99,9",""
"2805","Materialni stroški","127369 127769 127768 100,3 100,0",""
"402","Izdatki za blago in storitve","127369 127769 127768 100,3 100,0",""
"3683","Investicije in investicijsko vzdrževanje državnih organov","5616 5616 5616 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","5616 5616 5616 100,0 100,0",""
"9382","Stvarno premoženje - sredstva kupnine od prodaje državnega premoženja","0 520 485 - 93,2",""
"420","Nakup in gradnja osnovnih sredstev","0 520 485 - 93,2",""
"04046202","Upravne storitve upravnih enot","70000 31155 29744 42,5 95,5",""
"3978","Vplačane tiskovine","70000 31155 29744 42,5 95,5",""
"402","Izdatki za blago in storitve","70000 31155 29744 42,5 95,5",""
"6255","Upravna enota Velenje","1653887 1721349 1715928 103,8 99,7",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1653887 1721349 1715928 103,8 99,7",""
"0404","Upravne službe na lokalnem nivoju","1653887 1721349 1715928 103,8 99,7",""
"04046201","Administracija upravnih enot","1538332 1621436 1618933 105,2 99,9",""
"5335","Plače","1260874 1325014 1323438 105,0 99,9",""
"400","Plače in drugi izdatki zaposlenim","1063529 1128593 1127233 106,0 99,9",""
"401","Prispevki delodajalcev za socialno varnost","197345 196421 196205 99,4 99,9",""
"2806","Materialni stroški","263688 282902 282712 107,2 99,9",""
"402","Izdatki za blago in storitve","263688 282902 282712 107,2 99,9",""
"3687","Investicije in investicijsko vzdrževanje državnih organov","13770 13520 12784 92,8 94,6",""
"420","Nakup in gradnja osnovnih sredstev","13770 13520 12784 92,8 94,6",""
"04046202","Upravne storitve upravnih enot","115555 99913 96995 83,9 97,1",""
"3981","Vplačane tiskovine","115555 99913 96995 83,9 97,1",""
"402","Izdatki za blago in storitve","115555 99913 96995 83,9 97,1",""
"6256","Upravna enota Vrhnika","867185 878070 863430 99,6 98,3",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","867185 878070 863430 99,6 98,3",""
"0404","Upravne službe na lokalnem nivoju","867185 878070 863430 99,6 98,3",""
"04046201","Administracija upravnih enot","801377 822901 812034 101,3 98,7",""
"5360","Plače","673067 694276 684008 101,6 98,5",""
"400","Plače in drugi izdatki zaposlenim","563317 592474 582281 103,4 98,3",""
"401","Prispevki delodajalcev za socialno varnost","109750 101802 101727 92,7 99,9",""
"2807","Materialni stroški","124140 121202 121173 97,6 100,0",""
"402","Izdatki za blago in storitve","124140 121202 121173 97,6 100,0",""
"3689","Investicije in investicijsko vzdrževanje državnih organov","3815 6853 6853 179,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","3815 6853 6853 179,6 100,0",""
"7855","Osnovna sredstva - sredstva kupnine od prodaje državnega premo&#380;enja","355 570 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","355 570 0 0,0 0,0",""
"04046202","Upravne storitve upravnih enot","65808 55169 51396 78,1 93,2",""
"3983","Vplačane tiskovine","65808 55169 51396 78,1 93,2",""
"402","Izdatki za blago in storitve","65808 55169 51396 78,1 93,2",""
"6257","Upravna enota Zagorje ob Savi","702467 700526 690125 98,2 98,5",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","702467 700526 690125 98,2 98,5",""
"0404","Upravne službe na lokalnem nivoju","702467 700526 690125 98,2 98,5",""
"04046201","Administracija upravnih enot","648967 662815 653878 100,8 98,7",""
"5363","Plače","564128 577681 568839 100,8 98,5",""
"400","Plače in drugi izdatki zaposlenim","484792 497119 488303 100,7 98,2",""
"401","Prispevki delodajalcev za socialno varnost","79336 80562 80537 101,5 100,0",""
"402","Izdatki za blago in storitve","84339 83826 83730 99,3 99,9",""
"3690","Investicije in investicijsko vzdrževanje državnih organov","500 1308 1308 261,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","500 1308 1308 261,6 100,0",""
"04046202","Upravne storitve upravnih enot","53500 37711 36247 67,8 96,1",""
"3985","Vplačane tiskovine","53500 37711 36247 67,8 96,1",""
"402","Izdatki za blago in storitve","53500 37711 36247 67,8 96,1",""
"6258","Upravna enota Žalec","1566629 1570542 1551051 99,0 98,8",""
"04","SKUPNE ADMINISTRATIVNE SLUŽBE IN SPLOŠNE JAVNE STORITVE","1566629 1570542 1551051 99,0 98,8",""
"0404","Upravne službe na lokalnem nivoju","1566629 1570542 1551051 99,0 98,8",""
"04046201","Administracija upravnih enot","1421149 1486939 1469869 103,4 98,9",""
"5366","Plače","1194375 1235012 1219347 102,1 98,7",""
"400","Plače in drugi izdatki zaposlenim","1026154 1062412 1047076 102,0 98,6",""
"401","Prispevki delodajalcev za socialno varnost","168221 172600 172271 102,4 99,8",""
"2809","Materialni stroški","211175 235263 234992 111,3 99,9",""
"402","Izdatki za blago in storitve","211175 235263 234992 111,3 99,9",""
"3691","Investicije in investicijsko vzdrževanje državnih organov","13000 13000 12999 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","13000 13000 12999 100,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","2599 218 0 0,0 0,0",""
"9091","Osnovna sredstva - sredstva odškodnine","0 3447 2531 - 73,4",""
"402","Izdatki za blago in storitve","0 3447 2531 - 73,4",""
"04046202","Upravne storitve upravnih enot","145480 83603 81182 55,8 97,1",""
"3988","Vplačane tiskovine","145480 83603 81182 55,8 97,1",""
"402","Izdatki za blago in storitve","145480 83603 81182 55,8 97,1",""
"41","Tekoči transferi","12534390 97,3 99,1","X"
"4111","Vrhovno sodišče RS","12665410 12420410 12323558 97,3 99,2",""
"09","PRAVOSODJE","12665410 12420410 12323558 97,3 99,2",""
"0902","Koordinacija vrhovnega sodišča in delovanje sodišč","12665410 12420410 12323558 97,3 99,2",""
"09024101","Administracija vrhovnega sodišča","8163152 8033556 7968755 97,6 99,2",""
"3053","Plače","5851221 5922432 5899933 100,8 99,6",""
"400","Plače in drugi izdatki zaposlenim","5041503 5102699 5081181 100,8 99,6",""
"401","Prispevki delodajalcev za socialno varnost","809718 819733 818752 101,1 99,9",""
"3377","Materialni stroški","796487 773129 771885 96,9 99,8",""
"402","Izdatki za blago in storitve","796487 773129 771885 96,9 99,8",""
"7948","Investicije in investicijsko vzdrževanje državnih organov","39952 40042 40042 100,2 100,0",""
"420","Nakup in gradnja osnovnih sredstev","39952 40042 40042 100,2 100,0",""
"6880","Centralna pravosodna knjižnica","79000 78480 73931 93,6 94,2",""
"402","Izdatki za blago in storitve","79000 78480 73931 93,6 94,2",""
"8873","Projekt Lukenda","1317000 1150000 1118716 84,9 97,3",""
"400","Plače in drugi izdatki zaposlenim","1127823 993827 965298 85,6 97,1",""
"401","Prispevki delodajalcev za socialno varnost","189177 156173 153417 81,1 98,2",""
"6412","Stroški sodnih postopkov","79492 69473 64248 80,8 92,5",""
"402","Izdatki za blago in storitve","79492 69473 64248 80,8 92,5",""
"09024104","Informatizacija sodišč","4209844 4138302 4127227 98,0 99,7",""
"7949","Informatizacija sodišč","4200000 4125540 4125424 98,2 100,0",""
"402","Izdatki za blago in storitve","1456500 1805299 1805184 123,9 100,0",""
"420","Nakup in gradnja osnovnih sredstev","2743500 2320241 2320240 84,6 100,0",""
"7433","Zmanjševanje sodnih zaostankov na področju izvršbe - prehodni vir -  lastna udeležba","0 0 0 - -",""
"402","Izdatki za blago in storitve","0 0 0 - -",""
"7887","Vzdrževanje strojne opreme - sredstva odškodnine","9844 12762 1802 18,3 14,1",""
"402","Izdatki za blago in storitve","9844 9844 1802 18,3 18,3",""
"420","Nakup in gradnja osnovnih sredstev","0 2919 0 - 0,0",""
"09024106","Reševanje sodnih zaostankov - posebni programi in programi sodišč","292414 248552 227576 77,8 91,6",""
"1536","Posebni programi in programi sodišč za odpravo sodnih zaostankov","292414 248552 227576 77,8 91,6",""
"400","Plače in drugi izdatki zaposlenim","20662 20664 19917 96,4 96,4",""
"401","Prispevki delodajalcev za socialno varnost","3192 3190 3190 100,0 100,0",""
"402","Izdatki za blago in storitve","268560 224698 204469 76,1 91,0",""
"4112","Sodni svet RS","214589 224547 210832 98,3 93,9",""
"09","PRAVOSODJE","214589 224547 210832 98,3 93,9",""
"0902","Koordinacija vrhovnega sodišča in delovanje sodišč","214589 224547 210832 98,3 93,9",""
"09024103","Administracija Sodnega sveta","214589 224547 210832 98,3 93,9",""
"6728","Plače","88998 111611 97914 110,0 87,7",""
"400","Plače in drugi izdatki zaposlenim","77033 96366 84589 109,8 87,8",""
"401","Prispevki delodajalcev za socialno varnost","11965 15245 13325 111,4 87,4",""
"6729","Materialni stroški","120494 106839 106820 88,7 100,0",""
"402","Izdatki za blago in storitve","120494 106839 106820 88,7 100,0",""
"6730","Investicije in investicijsko vzdrževanje državnih organov","5097 6097 6097 119,6 100,0",""
"420","Nakup in gradnja osnovnih sredstev","5097 6097 6097 119,6 100,0",""
"42","INVESTICIJSKI ODHODKI","146464743 104,6 99,7","X"
"4211","Višje sodišče Celje","2196448 2146638 2139303 97,4 99,7",""
"09","PRAVOSODJE","2196448 2146638 2139303 97,4 99,7",""
"0902","Koordinacija vrhovnega sodišča in delovanje sodišč","2196448 2146638 2139303 97,4 99,7",""
"09024201","Administracija višjih sodišč","2196448 2146638 2139303 97,4 99,7",""
"3055","Plače","2097413 2053035 2047152 97,6 99,7",""
"400","Plače in drugi izdatki zaposlenim","1796413 1770550 1765185 98,3 99,7",""
"401","Prispevki delodajalcev za socialno varnost","301000 282485 281967 93,7 99,8",""
"3379","Materialni stroški","83760 71310 70070 83,7 98,3",""
"402","Izdatki za blago in storitve","83760 71310 70070 83,7 98,3",""
"2939","Investicije in investicijsko vzdrževanje državnih organov","6500 6500 6457 99,3 99,3",""
"420","Nakup in gradnja osnovnih sredstev","6500 6500 6457 99,3 99,3",""
"6429","Stroški sodnih postopkov","8775 15793 15624 178,1 98,9",""
"402","Izdatki za blago in storitve","8775 15793 15624 178,1 98,9",""
"4212","Višje sodišče Koper","2269702 2187041 2177776 96,0 99,6",""
"09","PRAVOSODJE","2269702 2187041 2177776 96,0 99,6",""
"0902","Koordinacija vrhovnega sodišča in delovanje sodišč","2269702 2187041 2177776 96,0 99,6",""
"09024201","Administracija višjih sodišč","2269702 2187041 2177776 96,0 99,6",""
"3056","Plače","2194499 2111838 2103145 95,8 99,6",""
"400","Plače in drugi izdatki zaposlenim","1889850 1820189 1814759 96,0 99,7",""
"401","Prispevki delodajalcev za socialno varnost","304649 291649 288386 94,7 98,9",""
"3380","Materialni stroški","45774 47870 47674 104,2 99,6",""
"402","Izdatki za blago in storitve","45774 47870 47674 104,2 99,6",""
"2940","Investicije in investicijsko vzdrževanje državnih organov","4023 4023 3647 90,7 90,7",""
"420","Nakup in gradnja osnovnih sredstev","4023 4023 3647 90,7 90,7",""
"6431","Stroški sodnih postopkov","25406 23310 23310 91,8 100,0",""
"402","Izdatki za blago in storitve","25406 23310 23310 91,8 100,0",""
"4213","Višje sodišče Ljubljana","7796405 7795795 7780978 99,8 99,8",""
"09","PRAVOSODJE","7796405 7795795 7780978 99,8 99,8",""
"0902","Koordinacija vrhovnega sodišča in delovanje sodišč","",""
"09024201","Administracija višjih sodišč","7796405 7795795 7780978 99,8 99,8",""
"3057","Plače","7332542 7340336 7325622 99,9 99,8",""
"400","Plače in drugi izdatki zaposlenim","6328649 6315669 6312324 99,7 100,0",""
"401","Prispevki delodajalcev za socialno varnost","1003893 1024667 1013298 100,9 98,9",""
"3381","Materialni stroški","334622 313327 313224 93,6 100,0",""
"402","Izdatki za blago in storitve","334622 313327 313224 93,6 100,0",""
"7953","Investicije in investicijsko vzdrževanje državnih organov","27327 25413 25413 93,0 100,0",""
"420","Nakup in gradnja osnovnih sredstev","27327 25413 25413 93,0 100,0",""
"6428","Stroški sodnih postopkov","101914 116719 116719 114,5 100,0",""
"402","Izdatki za blago in storitve","101914 116719 116719 114,5 100,0",""
"4214","Višje sodišče Maribor","4362264 4169738 4144894 95,0 99,4",""
"09","PRAVOSODJE","4362264 4169738 4144894 95,0 99,4",""
"0902","Koordinacija vrhovnega sodišča in delovanje sodišč","4362264 4169738 4144894 95,0 99,4",""
"09024201","Administracija višjih sodišč","4362264 4169738 4144894 95,0 99,4",""
"3058","Plače","4093868 3899112 3877062 94,7 99,4",""
"400","Plače in drugi izdatki zaposlenim","3538909 3362163 3342178 94,4 99,4",""
"401","Prispevki delodajalcev za socialno varnost","554959 536949 534884 96,4 99,6",""
"3382","Materialni stroški","180959 186029 184234 101,8 99,0",""
"402","Izdatki za blago in storitve","180959 186029 184234 101,8 99,0",""
"7958","Investicije in investicijsko vzdrževanje državnih organov","16937 17237 17230 101,7 100,0",""
"420","Nakup in gradnja osnovnih sredstev","16937 17237 17230 101,7 100,0",""
"6436","Stroški sodnih postopkov","70500 67360 66368 94,1 98,5",""
"402","Izdatki za blago in storitve","70500 67360 66368 94,1 98,5",""
"4215","Okrožno sodišče v Celju","16229162 17522745 17503045 107,9 99,9",""
"09","PRAVOSODJE","16229162 17522745 17503045 107,9 99,9",""
"0902","Koordinacija vrhovnega sodišča in delovanje sodišč","",""
"09024202","Administracija okrožnih sodišč","15788733 16902107 16882452 106,9 99,9",""
"3073","Plače","11552690 11966165 11947279 103,4 99,8",""
"400","Plače in drugi izdatki zaposlenim","9853690 10308563 10292031 104,5 99,8",""
"401","Prispevki delodajalcev za socialno varnost","1699000 1657602 1655249 97,4 99,9",""
"3397","Materialni stroški","1373115 1218297 1217972 88,7 100,0",""
"402","Izdatki za blago in storitve","1373115 1218297 1217972 88,7 100,0",""
"2941","Investicije in investicijsko vzdrževanje državnih organov","85700 85700 85411 99,7 99,7",""
"420","Nakup in gradnja osnovnih sredstev","85700 85700 85411 99,7 99,7",""
"6435","Stroški sodnih postopkov","2777228 3631945 3631790 130,8 100,0",""
"402","Izdatki za blago in storitve","2777228 3631945 3631790 130,8 100,0",""
